0,1,1,1
0.1,1.1,1.105170918,1.105263158
0.2,1.21,1.220946556,1.221606648
0.3,1.331,1.348829993,1.350196822
0.4,1.4641,1.490107164,1.492322803
0.5,1.61051,1.646181739,1.649409414
0.6,1.771561,1.818603642,1.823031457
0.7,1.9487171,2.009085101,2.014929505
0.8,2.14358881,2.219517685,2.227027348
0.9,2.357947691,2.451991082,2.46145128
1,2.59374246,2.70881386,2.720551414
1.1,2.853116706,2.992536385,3.006925247
1.2,3.138428377,3.30597615,3.323443694
1.3,3.452271214,3.652245753,3.673279873
1.4,3.797498336,4.034783809,4.059940912
1.5,4.177248169,4.457389092,4.487303113
1.6,4.594972986,4.924258266,4.959650809
1.7,5.054470285,5.440027551,5.481719316
1.8,5.559917313,6.009818771,6.058742401
1.9,6.115909045,6.639290209,6.696504759
2,6.727499949,7.334692801,7.401399997
2.1,7.400249944,8.102932211,8.180494734
2.2,8.140274939,8.951637403,9.041599443
2.3,8.954302433,9.889236402,9.993346752
2.4,9.849732676,10.92503999,11.04527799
2.5,10.83470594,12.06933417,12.20793883
2.6,11.91817654,13.3334823,13.49298502
2.7,13.10999419,14.73003793,14.91329924
2.8,14.42099361,16.27286951,16.48312021
2.9,15.86309297,17.97729804,18.21818549
3,17.44940227,19.86024927,20.13588923
3.1,19.1943425,21.94042176,22.25545652
3.2,21.11377675,24.23847256,24.59813615
3.3,23.22515442,26.77722235,27.18741364
3.4,25.54766986,29.58188208,30.04924665
3.5,28.10243685,32.68030327,33.21232525
3.6,30.91268053,36.10325466,36.70835949
3.7,34.00394859,39.88472769,40.57239733
3.8,37.40434344,44.06227412,44.84317599
3.9,41.14477779,48.67737885,49.56351031
4,45.25925557,53.77587197,54.78072192
4.1,49.78518112,59.40838382,60.5471137
4.2,54.76369924,65.6308478,66.92049409
4.3,60.24006916,72.50505578,73.96475663
4.4,66.26407608,80.09927175,81.75052048
4.5,72.89048369,88.48890973,90.35583843
4.6,80.17953205,97.7572826,99.86697931
4.7,88.19748526,107.9964295,110.3792929
4.8,97.01723378,119.3080298,121.9981659
4.9,106.7189572,131.8044128,134.8400781
5,117.3908529,145.6096732,149.0337705
5.1,129.1299382,160.8609036,164.7215358
5.2,142.042932,177.7095554,182.0606448
5.3,156.2472252,196.3229436,201.2249232
5.4,171.8719477,216.8859073,222.4064941
5.5,189.0591425,239.6026463,245.817704
5.6,207.9650567,264.6987478,271.6932518
5.7,228.7615624,292.4234277,300.2925415
5.8,251.6377186,323.0520045,331.9022827
5.9,276.8014905,356.8886337,366.8393651
6,304.4816395,394.2693286,405.4540351
6.1,334.9298035,435.5652962,448.1334072
6.2,368.4227838,481.1866242,495.3053448
6.3,405.2650622,531.586353,547.4427495
6.4,445.7915685,587.2649747,605.0683021
6.5,490.3707253,648.7754033,668.7597023
6.6,539.4077978,716.7284651,739.1554604
6.7,593.3485776,791.7989646,816.9612984
6.8,652.6834354,874.7323861,902.9572245
6.9,717.9517789,966.3522958,998.0053534
7,789.7469568,1067.568521,1103.058549
7.1,868.7216525,1179.386184,1219.169975
7.2,955.5938177,1302.915686,1347.503656
7.3,1051.1532,1439.383729,1489.346146
7.4,1156.268519,1590.145505,1646.119425
7.5,1271.895371,1756.698144,1819.395154
7.6,1399.084909,1940.69559,2010.910433
7.7,1538.993399,2143.965021,2222.585216
7.8,1692.892739,2368.524995,2456.541554
7.9,1862.182013,2616.605493,2715.124876
8,2048.400215,2890.670068,3000.927494
8.1,2253.240236,3193.440303,3316.814599
8.2,2478.56426,3527.922845,3665.952978
8.3,2726.420686,3897.439257,4051.842765
8.4,2999.062754,4305.659003,4478.352529
8.5,3298.96903,4756.635891,4949.758059
8.6,3628.865933,5254.848324,5470.785223
8.7,3991.752526,5805.243778,6046.657352
8.8,4390.927778,6413.287929,6683.147599
8.9,4830.020556,7085.018929,7386.63682
9,5313.022612,7827.107372,8164.177538
9.1,5844.324873,8646.922531,9023.564647
9.2,6428.75736,9552.605542,9973.413557
9.3,7071.633096,10553.15025,11023.24656
9.4,7778.796406,11658.49251,12183.58831
9.5,8556.676047,12879.60887,13466.07129
9.6,9412.343651,14228.62558,14883.55247
9.7,10353.57802,15718.93897,16450.24221
9.8,11388.93582,17365.34854,18181.84665
9.9,12527.8294,19184.20387,20095.72525
