0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0016923963,0.0007161210,0.0002742393,0.0001347804,0.0000843701,0.0000542335,0.0000468235,0.0000186550,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0036581609,0.0018293800,0.0008722588,0.0004673823,0.0002923724,0.0001998389,0.0001444431,0.0001111169,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0042749492,0.0024805208,0.0013894997,0.0008261461,0.0005414489,0.0003809303,0.0002732127,0.0002193119,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0040942122,0.0026541958,0.0016553295,0.0010665037,0.0007341687,0.0005323186,0.0003886242,0.0003099240,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0035438204,0.0024782828,0.0016608083,0.0011353447,0.0008150936,0.0006081328,0.0004536259,0.0003593971,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0028096607,0.0020685204,0.0014547929,0.0010374579,0.0007694086,0.0005878506,0.0004470059,0.0003532666,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0020066529,0.0015320845,0.0011093885,0.0008125781,0.0006160149,0.0004787824,0.0003693538,0.0002918388,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0012012754,0.0009789605,0.0007292952,0.0005432348,0.0004161229,0.0003258599,0.0002534024,0.0001998867,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
