0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.1000000000,0.0573536142,0.0453884703,0.0388960981,0.0359199915,0.0340759684,0.0329656029,0.0319080775,0.0317589905,0.0301080006,0.0301080006
0.0000000000,0.1000000000,0.0856569633,0.0769644101,0.0697303549,0.0655782483,0.0628101973,0.0610281329,0.0594382840,0.0589643200,0.0569084648,0.0569084648
0.0000000000,0.1000000000,0.0988552578,0.0962993203,0.0915983636,0.0882042263,0.0856346078,0.0838427990,0.0822269950,0.0816246120,0.0797180783,0.0797180783
0.0000000000,0.1000000000,0.1046441582,0.1069926655,0.1055705786,0.1039924708,0.1024741487,0.1012989068,0.1001132218,0.0997163535,0.0981889147,0.0981889147
0.0000000000,0.1000000000,0.1069120643,0.1123648842,0.1137008257,0.1140904769,0.1139639144,0.1137643572,0.1133090100,0.1133934572,0.1123474103,0.1123474103
0.0000000000,0.1000000000,0.1076077592,0.1147779457,0.1180213359,0.1200258865,0.1212046312,0.1220271994,0.1223867861,0.1230733470,0.1225257623,0.1225257623
0.0000000000,0.1000000000,0.1076865425,0.1157037861,0.1200973366,0.1232102489,0.1253787719,0.1270415047,0.1281076912,0.1293514923,0.1292355322,0.1292355322
0.0000000000,0.1000000000,0.1076037939,0.1159790327,0.1209620893,0.1246999193,0.1274667844,0.1296660614,0.1312010638,0.1328292926,0.1330033359,0.1330033359
0.0000000000,0.1000000000,0.1075663087,0.1160271868,0.1211891749,0.1251299813,0.1280978033,0.1304813535,0.1321797008,0.1339423911,0.1342124666,0.1342124666
0.0000000000,0.1000000000,0.1075663087,0.1160271868,0.1211891749,0.1251299813,0.1280978033,0.1304813535,0.1321797008,0.1339423911,0.1342124666,0.1342124666
