# t,f_exact,f_approx,error
7.7000000000000002,2208.3479918872089911,1546.2279528309363741,662.1200390562726170
7.8000000000000007,2440.6019776245007051,1700.8507481140300115,739.7512295104706936
7.9000000000000004,2697.2823282685099002,1870.9358229254330581,826.3465053430768421
8.0000000000000000,2980.9579870417283018,2058.0294052179765458,922.9285818237517560
8.0999999999999996,3294.4680752838403350,2263.8323457397741549,1030.6357295440661801
8.2000000000000011,3640.9503073323585340,2490.2155803137516159,1150.7347270186069181
8.3000000000000007,4023.8723938223129153,2739.2371383451268230,1284.6352554771860923
8.4000000000000004,4447.0667476998578422,3013.1608521796397326,1433.9058955202181096
8.5000000000000000,4914.7688402991343537,3314.4769373976037059,1600.2919029015306478
8.5999999999999996,5431.6595913629780625,3645.9246311373640310,1785.7349602256140315
