0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.1000000000,0.0447744703,0.0324312126,0.0258279538,0.0229798603,0.0212374605,0.0200888650,0.0192533094,0.0186119605,0.0181002175,0.0176814647,0.0173309848,0.0170358805,0.0167784258,0.0165660667,0.0163566147,0.0162287829,0.0159863575,0.0160562030,0.0154230493,0.0154230493
0.0000000000,0.1000000000,0.0728570454,0.0587741998,0.0489140540,0.0439022754,0.0407480433,0.0386250407,0.0370738067,0.0358808795,0.0349286958,0.0341492993,0.0334973889,0.0329476687,0.0324702371,0.0320718117,0.0316904036,0.0314343995,0.0310255817,0.0310628652,0.0301231759,0.0301231759
0.0000000000,0.1000000000,0.0891574674,0.0783995082,0.0683305468,0.0622963793,0.0582534342,0.0554331948,0.0533405439,0.0517180664,0.0504173260,0.0493495413,0.0484552113,0.0476992515,0.0470443322,0.0464925377,0.0459761456,0.0456042974,0.0450860804,0.0450403439,0.0440004971,0.0440004971
0.0000000000,0.1000000000,0.0982326839,0.0920081379,0.0836345851,0.0777450784,0.0734523830,0.0703032056,0.0679016419,0.0660093090,0.0644771541,0.0632110478,0.0621461652,0.0612424296,0.0604594630,0.0597945619,0.0591815227,0.0587182722,0.0581327821,0.0579974452,0.0569653649,0.0569653649
0.0000000000,0.1000000000,0.1030090532,0.1008722650,0.0949869470,0.0900931550,0.0861475936,0.0830640542,0.0806193511,0.0786445073,0.0770192143,0.0756609222,0.0745096014,0.0735263432,0.0726720500,0.0719413816,0.0712730628,0.0707518041,0.0701339392,0.0699290026,0.0689527335,0.0689527335
0.0000000000,0.1000000000,0.1052840055,0.1062863737,0.1029424890,0.0994851776,0.0963201377,0.0936455131,0.0914144261,0.0895493047,0.0879776392,0.0866419570,0.0854960572,0.0845083071,0.0836449461,0.0829010834,0.0822220461,0.0816818131,0.0810644886,0.0808227173,0.0799213650,0.0799213650
0.0000000000,0.1000000000,0.1061431153,0.1093336164,0.1082058636,0.1062852650,0.1041313820,0.1021051337,0.1002953413,0.0987103039,0.0973301555,0.0961291292,0.0950805956,0.0941647773,0.0933564470,0.0926541147,0.0920106293,0.0914929805,0.0909091356,0.0906675061,0.0898495900,0.0898495900
0.0000000000,0.1000000000,0.1062339672,0.1108341917,0.1114646701,0.1109629698,0.1098734632,0.1086167248,0.1073635173,0.1061860626,0.1051101252,0.1041409322,0.1032728854,0.1025001737,0.1018078735,0.1011999990,0.1006373398,0.1001833168,0.0996655032,0.0994603734,0.0987323237,0.0987323237
0.0000000000,0.1000000000,0.1059379658,0.1113728647,0.1133076919,0.1139997009,0.1139041423,0.1134347860,0.1127976463,0.1121026143,0.1114077318,0.1107431667,0.1101219983,0.1095519109,0.1090284113,0.1085619364,0.1081210998,0.1077682439,0.1073468550,0.1072111264,0.1065798844,0.1065798844
0.0000000000,0.1000000000,0.1054754285,0.1113490145,0.1142002122,0.1158310242,0.1165904545,0.1168524538,0.1168264358,0.1166374251,0.1163613885,0.1160449750,0.1157151949,0.1153907794,0.1150763522,0.1147885283,0.1145030619,0.1142826714,0.1139836940,0.1139448930,0.1134176195,0.1134176195
0.0000000000,0.1000000000,0.1049697026,0.1110256261,0.1144895629,0.1168200706,0.1182704896,0.1191650652,0.1196993370,0.1199979315,0.1201428302,0.1201888510,0.1201714176,0.1201168315,0.1200365889,0.1199523598,0.1198458735,0.1197807906,0.1196237057,0.1197025483,0.1192852366,0.1192852366
0.0000000000,0.1000000000,0.1044864452,0.1105697544,0.1144234932,0.1172519187,0.1192330574,0.1206445734,0.1216617430,0.1224002569,0.1229400167,0.1233374014,0.1236312393,0.1238518195,0.1240149390,0.1241457298,0.1242304439,0.1243336171,0.1243298445,0.1245392160,0.1242351415,0.1242351415
0.0000000000,0.1000000000,0.1040577204,0.1100834084,0.1141717700,0.1173398182,0.1197110032,0.1215251433,0.1229375145,0.1240517275,0.1249412312,0.1256596266,0.1262453677,0.1267297056,0.1271303570,0.1274742594,0.1277506831,0.1280246221,0.1281766959,0.1285211062,0.1283295492,0.1283295492
0.0000000000,0.1000000000,0.1036967290,0.1096260335,0.1138463700,0.1172367700,0.1198833045,0.1219977906,0.1237189795,0.1251386802,0.1263224064,0.1273187767,0.1281635348,0.1288867648,0.1295062500,0.1300493231,0.1305069324,0.1309440107,0.1312455118,0.1317210725,0.1316364895,0.1316364895
0.0000000000,0.1000000000,0.1034067168,0.1092303209,0.1135184121,0.1170484483,0.1198818746,0.1222112056,0.1241630605,0.1258194581,0.1272383679,0.1284628762,0.1295249913,0.1304524614,0.1312619580,0.1319802265,0.1325988623,0.1331823023,0.1336184512,0.1342133606,0.1342250591,0.1342250591
0.0000000000,0.1000000000,0.1031862700,0.1089129892,0.1132314157,0.1168452465,0.1198001448,0.1222760984,0.1243916430,0.1262215778,0.1278177129,0.1292181486,0.1304511470,0.1315417982,0.1325051508,0.1333668668,0.1341185312,0.1348238446,0.1353725929,0.1360680642,0.1361603841,0.1361603841
