# t,f_exact,f_approx,error
8.7000000000000011,6002.9122172610286725,5857.2330954089111401,145.6791218521175324
8.8000000000000007,6634.2440062778896390,6470.7591466083422347,163.4848596695474043
8.9000000000000004,7331.9735391559952404,7148.5480503869202948,183.4254887690749456
9.0000000000000000,8103.0839275753842230,7897.3308215002016368,205.7531060751825862
9.0999999999999996,8955.2927034825079318,8724.5434891358290770,230.7492143466788548
9.2000000000000011,9897.1290587439270894,9638.4009407076337084,258.7281180362933810
9.3000000000000007,10938.0192081651912304,10647.9785000972497073,290.0407080679415230
9.4000000000000004,12088.3807302169880131,11763.3020504537307716,325.0786797632572416
9.5000000000000000,13359.7268296618731256,12995.4475965130677650,364.2792331488053605
9.6000000000000014,14764.7815655772938044,14356.6512551382875245,408.1303104390062799
9.7000000000000011,16317.6071980154501944,15860.4307663378713187,457.1764316775788757
9.8000000000000007,18033.7449278285239416,17521.7197314238546824,512.0251964046692592
9.9000000000000004,19930.3704382302967133,19357.0159113573681680,573.3545268729285453
